timestamp,day,fband,velocity,deviation,n_measurements
2024-01-13 00:30:00,2024-01-13,0.158,300,481,5
2024-01-13 00:30:00,2024-01-13,0.251,1500,1163,6
2024-01-13 01:30:00,2024-01-13,0.158,1400,3491,6
2024-01-13 01:30:00,2024-01-13,0.2,3500,3003,5
2024-01-13 01:30:00,2024-01-13,0.251,4800,2559,5
2024-01-13 02:30:00,2024-01-13,0.251,5900,2606,5
2024-01-13 03:30:00,2024-01-13,0.251,5900,4237,6
2024-01-13 04:30:00,2024-01-13,0.2,0,10588,6
2024-01-13 04:30:00,2024-01-13,0.251,5900,8912,9
2024-01-13 05:30:00,2024-01-13,0.2,0,12591,6
2024-01-13 05:30:00,2024-01-13,0.251,5900,13614,5
2024-01-13 07:30:00,2024-01-13,0.2,5900,9942,6
2024-01-13 07:30:00,2024-01-13,0.251,5900,14995,10
2024-01-13 08:30:00,2024-01-13,0.2,5500,12349,7
2024-01-13 08:30:00,2024-01-13,0.251,5100,19565,9
2024-01-13 09:30:00,2024-01-13,0.2,400,93994,12
2024-01-13 09:30:00,2024-01-13,0.251,2400,10398,13
2024-01-13 10:30:00,2024-01-13,0.2,800,57861,8
2024-01-13 10:30:00,2024-01-13,0.251,0,196994,19
2024-01-13 11:30:00,2024-01-13,0.2,5900,204597,20
2024-01-13 11:30:00,2024-01-13,0.251,0,165229,16
2024-01-13 12:30:00,2024-01-13,0.2,5900,195425,14
2024-01-13 12:30:00,2024-01-13,0.251,5900,469100,38
2024-01-13 13:30:00,2024-01-13,0.2,5900,307059,16
2024-01-13 13:30:00,2024-01-13,0.251,5900,249336,41
2024-01-13 14:30:00,2024-01-13,0.2,5900,187080,28
2024-01-13 14:30:00,2024-01-13,0.251,5900,143528,52
2024-01-13 15:30:00,2024-01-13,0.2,5900,43239,21
2024-01-13 15:30:00,2024-01-13,0.251,5900,36163,61
2024-01-13 16:30:00,2024-01-13,0.2,5900,17959,31
2024-01-13 16:30:00,2024-01-13,0.251,5000,10798,67
2024-01-13 17:30:00,2024-01-13,0.2,1800,4792,46
2024-01-13 17:30:00,2024-01-13,0.251,2100,6304,64
2024-01-13 18:30:00,2024-01-13,0.2,2900,9571,52
2024-01-13 18:30:00,2024-01-13,0.251,1900,8053,62
2024-01-13 19:30:00,2024-01-13,0.2,3200,9588,55
2024-01-13 19:30:00,2024-01-13,0.251,0,8619,58
2024-01-13 20:30:00,2024-01-13,0.158,1000,7377,10
2024-01-13 20:30:00,2024-01-13,0.2,1800,7610,62
2024-01-13 20:30:00,2024-01-13,0.251,2800,7405,66
2024-01-13 21:30:00,2024-01-13,0.158,5900,2449,6
2024-01-13 21:30:00,2024-01-13,0.2,3400,3697,61
2024-01-13 21:30:00,2024-01-13,0.251,2200,4869,65
2024-01-13 22:30:00,2024-01-13,0.158,3600,1658,19
2024-01-13 22:30:00,2024-01-13,0.2,2800,2594,46
2024-01-13 22:30:00,2024-01-13,0.251,3400,1956,53
2024-01-13 23:30:00,2024-01-13,0.2,2300,1512,34
2024-01-13 23:30:00,2024-01-13,0.251,2000,941,35
2024-01-13 23:30:00,2024-01-13,0.316,2000,1527,7
2024-01-13 23:30:00,2024-01-13,0.398,1200,1481,8
2024-01-13 23:30:00,2024-01-13,0.501,2500,1826,6
